"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.662711595650762","5.449316011741757","5.484872144181281","0"
"2","0","0","5.782052221242338","5.89854233735241","5.871242822613567","0.203"
"3","0","0","5.460453574778512","5.502662226790562","5.574064522283152","0.408"
"4","0","0","5.714718543691561","5.5146458321250975","5.754877393366769","0.613"
"5","0","0","5.948935816297308","5.1217686496675014","5.651559032732621","0.817"
"6","0","0","5.451898425118998","5.603045629104599","5.187051561893895","1.023"
"7","0","0","5.945335682481527","5.2065698383376","5.632401750423014","1.228"
"8","0","0","5.715155248064548","5.616782504366711","5.480684781912714","1.432"
"9","0","0","5.291564813349396","5.3713849312625825","5.91598118795082","1.637"
"10","0","0","5.894759869435802","5.272286484949291","5.914090202422813","1.842"
"11","0","0","5.780858909478411","5.897303193574771","5.216442486271262","2.049"
"12","0","0","5.808887106599286","5.971942831063643","5.5334677919745445","2.254"
"13","0","0","5.592287720181048","5.266318463720381","5.600504361558706","2.458"
"14","0","0","5.19907209998928","5.727560188155621","5.5979914255440235","2.663"
"15","0","0","5.973192652221769","5.826164578087628","5.602369301952422","2.87"
"16","0","0","5.511047599837184","5.897031236439943","5.331495139049366","3.074"
"17","0","0","5.030069339321926","5.445132491411641","5.46845158492215","3.28"
"18","0","0","5.790534688159823","5.059435728471726","5.402863100171089","3.484"
"19","0","0","5.925419409992173","5.844006370520219","5.25530252722092","3.689"
"20","0","0","5.917515046196058","5.581237841863185","5.807880440726876","3.893"
"21","0","0","5.765061233891174","5.866777763701975","5.146112987305969","4.099"
"22","0","0","5.283006554469466","5.927617261186242","5.379453223198652","4.304"
"23","0","0","5.103173691080883","5.74593667476438","5.693383944220841","4.504"
"24","0","0","5.603270474821329","5.71555934404023","5.13693634304218","4.703"
"25","0","0","5.249511905480176","5.389935894170776","5.744929066393524","4.921"
