"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.45499736093916","5.873826288618147","5.433897448936477","0"
"2","0","0","5.071063153911382","5.534006823319942","5.4028962415177375","0.107"
"3","0","0","5.685078276554123","5.548620678950101","5.175330127356574","0.213"
"4","0","0","5.793441369663924","5.790714107919484","5.217104761861265","0.318"
"5","0","0","5.908047836273909","5.072459229966626","5.063270732294768","0.424"
"6","0","0","5.46624584775418","5.2304460955783725","5.927831412293017","0.529"
"7","0","0","5.268339392961934","5.638254123274237","5.382460948312655","0.636"
"8","0","0","5.159895277116448","5.274443303933367","5.441588011337444","0.74"
"9","0","0","5.431201249361038","5.389635568019003","5.9402841832488775","0.844"
"10","0","0","5.135928708827123","5.188601758563891","5.673406051238999","0.951"
"11","0","0","5.700687963049859","5.651699426583946","5.053001414053142","1.057"
"12","0","0","5.188466397346929","5.001449655741453","5.774071263615042","1.163"
"13","0","0","5.21772622037679","5.428993166191503","5.106865585083142","1.266"
"14","0","0","5.1654488479252905","5.271231857594103","5.959859065245837","1.383"
"15","0","0","5.694530134322122","5.738236997276545","5.703708704095334","1.485"
"16","0","0","5.876940974034369","5.965124326292425","5.918218306498602","1.591"
"17","0","0","5.047406486235559","5.23735221545212","5.281756739597768","1.695"
"18","0","0","5.298663434106857","5.132541032740846","5.738121948437765","1.799"
"19","0","0","5.22262594406493","5.269940227270126","5.206017225980759","1.905"
"20","0","0","5.476145471446216","5.460181825561449","5.443407696438953","2.012"
"21","0","0","5.523590110475197","5.836814163718373","5.538420781493187","2.118"
"22","0","0","5.893557630479336","5.836996355326846","5.4754347580019385","2.224"
"23","0","0","5.6011353738140315","5.13150768680498","5.0956783529836684","2.33"
"24","0","0","5.2622165598440915","5.0857901584822685","5.063175453571603","2.435"
"25","0","0","5.145587548613548","5.509257443714887","5.519931604154408","2.539"
"26","0","0","5.519210060592741","5.278044980019331","5.85624702880159","2.644"
"27","0","0","5.1795203469228","5.486106313299388","5.664214221760631","2.748"
"28","0","0","5.652869297889993","5.606073940405622","5.147225626977161","2.853"
"29","0","0","5.982711001764983","5.9654118593316525","5.733284144662321","2.956"
"30","0","0","5.440343058900908","5.137935400009155","5.714562583249062","3.061"
"31","0","0","5.674501695903018","5.922665511956438","5.313231284264475","3.168"
"32","0","0","5.518296492518857","5.257718513952568","5.880905208410695","3.273"
"33","0","0","5.056141481734812","5.06271041254513","5.214914194541052","3.376"
"34","0","0","5.042363975429907","5.308199252001941","5.958075164118782","3.482"
"35","0","0","5.3612180079799145","5.1959870455320925","5.547538376646116","3.587"
"36","0","0","5.172746151220053","5.74162384797819","5.945041151251644","3.692"
"37","0","0","5.854475897271186","5.394534023478627","5.0487094121053815","3.798"
"38","0","0","5.000464719487354","5.169206231832504","5.111077500972897","3.905"
"39","0","0","5.396919100312516","5.780290031339973","5.809287221170962","4.012"
"40","0","0","5.4723861801903695","5.758882489521056","5.128417085390538","4.116"
"41","0","0","5.468739146599546","5.696917093824595","5.7948638496454805","4.221"
"42","0","0","5.727362233912572","5.790853618877009","5.474880479509011","4.326"
"43","0","0","5.411156836897135","5.721413852646947","5.5699621581006795","4.433"
"44","0","0","5.562930251471698","5.679948340170085","5.117549109272659","4.538"
"45","0","0","5.621220076689497","5.52154700900428","5.105777068296447","4.647"
"46","0","0","5.7673627799376845","5.121951134875417","5.528606640873477","4.747"
"47","0","0","5.549928285880014","5.622606414603069","5.527118220925331","4.852"
"48","0","0","5.085977887967601","5.064703207463026","5.679447209928185","4.953"
"49","0","0","5.986554586794227","5.238000707468018","5.672495092265308","5.072"
"50","0","0","5.403266663197428","5.206343356287107","5.2988779039587826","5.189"
"51","0","0","5.851535772904754","5.819633199134842","5.7439409827347845","5.308"
"52","0","0","5.670187602285296","5.30250187125057","5.13183852401562","5.426"
"53","0","0","5.216287508606911","5.528396649751812","5.672680232441053","5.544"
"54","0","0","5.03922987356782","5.625486719422042","5.221848285291344","5.662"
"55","0","0","5.436741637764499","5.168781195534393","5.495388854527846","5.779"
"56","0","0","5.186119206249714","5.046514923451468","5.070551859680563","5.896"
"57","0","0","5.458007091656327","5.3888119051698595","5.751860607182607","6.015"
"58","0","0","5.079362021293491","5.396620349958539","5.752607635455206","6.132"
"59","0","0","5.0227249942254275","5.681517914170399","5.4069776316173375","6.251"
"60","0","0","5.684246998280287","5.28413715143688","5.640965539263561","6.368"
"61","0","0","5.87813660223037","5.556444677291438","5.847541679861024","6.489"
"62","0","0","5.560733987716958","5.8158694736193866","5.793376709800214","6.59"
"63","0","0","5.738723009126261","5.444485685555264","5.8857008561026305","6.693"
"64","0","0","5.077118844958022","5.865102268289775","5.283687392482534","6.795"
"65","0","0","5.699264934286475","5.1004019267857075","5.949766950216144","6.892"
"66","0","0","5.901959744049236","5.025976056465879","5.530854044714943","6.997"
"67","0","0","5.719424915732816","5.450023898854852","5.814525730209425","7.102"
"68","0","0","5.923075690167025","5.5319637367501855","5.766032437095419","7.208"
"69","0","0","5.937494760379195","5.8434385769069195","5.151325560407713","7.315"
"70","0","0","5.9131151721812785","5.902443838305771","5.938112049829215","7.42"
"71","0","0","5.3132572448812425","5.63796452130191","5.957912600133568","7.539"
"72","0","0","5.083155757281929","5.369201084133238","5.079850062029436","7.641"
"73","0","0","5.630546419415623","5.593582814792171","5.435733791207895","7.746"
"74","0","0","5.6609508625697345","5.109904526267201","5.134289066772908","7.849"
"75","0","0","5.122939162887633","5.684791353996843","5.754676120588556","7.951"
"76","0","0","5.953396329190582","5.23533257166855","5.799382114782929","8.054"
"77","0","0","5.503171309595928","5.102947686333209","5.01631207158789","8.156"
"78","0","0","5.603509608423337","5.499999612104148","5.651529791764915","8.259"
"79","0","0","5.232960543129593","5.87015871447511","5.826916103251278","8.362"
"80","0","0","5.09662426658906","5.97646318259649","5.494090487482026","8.465"
"81","0","0","5.059788959333673","5.221087287645787","5.895471061114222","8.567"
"82","0","0","5.089455840643495","5.157476741587743","5.138572035357356","8.67"
"83","0","0","5.973630366846919","5.853680718224496","5.252208378864452","8.772"
"84","0","0","5.970468003302813","5.750611596507952","5.447693720692769","8.875"
"85","0","0","5.605562254786491","5.19175665313378","5.939076878596097","8.977"
"86","0","0","5.8901357860304415","5.352757123066112","5.429790052585304","9.081"
"87","0","0","5.991893250728026","5.617349631618708","5.525842178845778","9.187"
"88","0","0","5.5239013934042305","5.669524420518428","5.624391755321994","9.289"
"89","0","0","5.322259488282725","5.986809829249978","5.878392472164705","9.407"
"90","0","0","5.089932148577645","5.0750624616630375","5.489898156840354","9.524"
"91","0","0","5.619874119292945","5.670637149596587","5.423509321874008","9.641"
"92","0","0","5.274782198481262","5.649235642515123","5.207137853372842","9.766"
"93","0","0","5.796587340068072","5.028163343435153","5.373296704841778","9.883"
"94","0","0","5.834909511497244","5.852663606638089","5.602015546057373","10.002"
"95","0","0","5.1055281716398895","5.537794183008373","5.560823213076219","10.121"
"96","0","0","5.984207051806152","5.847841577138752","5.9776759839151055","10.239"
"97","0","0","5.9397465554066","5.029011821839958","5.2605842186603695","10.358"
"98","0","0","5.2330087965819985","5.712908926652744","5.006284672301263","10.475"
"99","0","0","5.028625494102016","5.7267634817399085","5.539539762306958","10.593"
"100","0","0","5.565567601937801","5.489771554246545","5.247209372930229","10.711"
"101","0","0","5.595075986813754","5.444506951840594","5.35771309863776","10.83"
"102","0","0","5.505037055816501","5.902538113761693","5.288172755623236","10.947"
"103","0","0","5.311273933621123","5.488459572428837","5.430698622018099","11.046"
