"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.222580207046121","5.141564550343901","5.0835889326408505","0"
"2","0","0","5.366860434412956","5.629040659870952","5.488254500320181","0.12"
"3","0","0","5.452218195190653","5.6916447607800364","5.968688552035019","0.233"
"4","0","0","5.73864674102515","5.656945234164596","5.142555197235197","0.349"
"5","0","0","5.049454668769613","5.941080095944926","5.515793422004208","0.445"
"6","0","0","5.0783479020465165","5.067828142782673","5.254477551905438","0.544"
"7","0","0","5.296098516322672","5.700757280457765","5.219450199510902","0.641"
"8","0","0","5.961244378704578","5.401577946729958","5.12828274955973","0.739"
"9","0","0","5.974978806916624","5.875242607202381","5.439849460031837","0.835"
"10","0","0","5.0459943192545325","5.497755451360717","5.508956357603893","0.936"
"11","0","0","5.599266194505617","5.7516773694660515","5.2800967982038856","1.031"
"12","0","0","5.35316066024825","5.997079638298601","5.117239870131016","1.127"
"13","0","0","5.133130787871778","5.631385860964656","5.849900818429887","1.232"
"14","0","0","5.496429534628987","5.405768348369747","5.466150507563725","1.346"
"15","0","0","5.095370823284611","5.2911300072446465","5.038681086385623","1.442"
"16","0","0","5.923790139146149","5.908290890511125","5.148872270016","1.538"
"17","0","0","5.040559444576502","5.38858080888167","5.522792131640017","1.634"
"18","0","0","5.904407206457108","5.42491092486307","5.131214968394488","1.733"
"19","0","0","5.818617744604126","5.6286452889908105","5.1557249871548265","1.83"
"20","0","0","5.666561285499483","5.6390100254211575","5.783245211001486","1.926"
"21","0","0","5.550368689233437","5.849203536752611","5.672061634482816","2.024"
"22","0","0","5.2786576233338565","5.330652181059122","5.313258229056373","2.122"
"23","0","0","5.259448996512219","5.912565264152363","5.964608553564176","2.219"
"24","0","0","5.284588725306094","5.665576969506219","5.387895435327664","2.333"
"25","0","0","5.940862092189491","5.358063701773062","5.683737974846736","2.443"
"26","0","0","5.417855063686147","5.043947128811851","5.22303790319711","2.545"
"27","0","0","5.301675104768947","5.159773776540533","5.091071815695614","2.641"
"28","0","0","5.2985294323880225","5.754956148797646","5.213089885655791","2.737"
"29","0","0","5.009749848395586","5.46108845481649","5.042801533360034","2.833"
"30","0","0","5.462750597856939","5.677074270090088","5.625110673252493","2.929"
"31","0","0","5.19586573401466","5.390527113340795","5.394953923532739","3.048"
"32","0","0","5.3081713621504605","5.150180069031194","5.061202339129522","3.146"
"33","0","0","5.428468935191631","5.001437711529434","5.91068125446327","3.25"
"34","0","0","5.9458775541279465","5.888374002184719","5.220240455819294","3.37"
"35","0","0","5.466767277102917","5.033048039767891","5.783790193032473","3.463"
"36","0","0","5.39493919769302","5.278399714734405","5.4436863518785685","3.559"
"37","0","0","5.70088951010257","5.863895294023678","5.151661172043532","3.656"
"38","0","0","5.983237068867311","5.02844108780846","5.886515856953338","3.753"
"39","0","0","5.296439999016002","5.802005563629791","5.896131009794772","3.849"
"40","0","0","5.61350509012118","5.444665899500251","5.081368218874559","3.945"
"41","0","0","5.464224669151008","5.430805057287216","5.79796929913573","4.041"
"42","0","0","5.533198163611814","5.246172617189586","5.647120618727058","4.147"
"43","0","0","5.139698522631079","5.464291518321261","5.35324317868799","4.258"
"44","0","0","5.6061025380622596","5.784894171636552","5.654138698475435","4.364"
"45","0","0","5.409464715281501","5.612869658973068","5.598353625508025","4.461"
"46","0","0","5.563282841583714","5.682581257307902","5.214754172833636","4.562"
"47","0","0","5.869287565816194","5.556247405242175","5.359771974151954","4.658"
"48","0","0","5.316876061493531","5.0700031435117126","5.286640712758526","4.754"
"49","0","0","5.499699689913541","5.614064032677561","5.441497691208497","4.849"
"50","0","0","5.29529135953635","5.975247260648757","5.452691754093394","4.956"
"51","0","0","5.610372236697003","5.9529790612868965","5.806268006097525","5.062"
"52","0","0","5.592225003987551","5.669445215258747","5.388704353244975","5.169"
"53","0","0","5.556086761178449","5.228410231648013","5.381381245329976","5.296"
"54","0","0","5.109696644823998","5.501303980592638","5.730670552235097","5.433"
"55","0","0","5.004688886227086","5.105587168363854","5.183551353169605","5.54"
"56","0","0","5.72273822221905","5.042967967689037","5.811856485204771","5.646"
"57","0","0","5.945680391509086","5.8875980181619525","5.651618585456163","5.753"
"58","0","0","5.804823555983603","5.368463876890019","5.967255329480395","5.86"
"59","0","0","5.881451523397118","5.849282265175134","5.15849908371456","5.972"
"60","0","0","5.474004297284409","5.481311549665406","5.125916748074815","6.077"
"61","0","0","5.082471627276391","5.520405265269801","5.25283076078631","6.184"
"62","0","0","5.727550166891888","5.194751500850543","5.204370068386197","6.276"
"63","0","0","5.575404654955491","5.516566119156778","5.638742359122261","6.39"
"64","0","0","5.86199922952801","5.699619544437155","5.907845258014277","6.488"
"65","0","0","5.373106566257775","5.5251702992245555","5.2572359922342","6.585"
"66","0","0","5.751332549145445","5.353511601220816","5.401958670001477","6.687"
"67","0","0","5.765951767098159","5.5768617012072355","5.812834684504196","6.783"
"68","0","0","5.0089684126432985","5.129516324261203","5.8229000789579","6.879"
"69","0","0","5.698861643671989","5.025428440887481","5.366864384850487","6.975"
"70","0","0","5.3098582529928535","5.719145364826545","5.415188027312979","7.072"
"71","0","0","5.8413749190513045","5.503891061292961","5.637630803976208","7.168"
"72","0","0","5.643747702939436","5.792349142488092","5.8701119620818645","7.279"
"73","0","0","5.216109739383683","5.806635342305526","5.008807994890958","7.387"
"74","0","0","5.897150144446641","5.700917919632047","5.408518881769851","7.488"
"75","0","0","5.547915886389092","5.132868855725974","5.732636690605432","7.587"
"76","0","0","5.985522803384811","5.292789849219844","5.957470377674326","7.686"
"77","0","0","5.761649511754513","5.31250701053068","5.065757541451603","7.781"
"78","0","0","5.260314010782167","5.015314741060138","5.8026261907070875","7.881"
"79","0","0","5.249540675664321","5.133210059022531","5.713905606418848","7.977"
"80","0","0","5.823155595688149","5.392673127353191","5.605214114533737","8.073"
"81","0","0","5.902893129503354","5.635268231621012","5.700842892285436","8.186"
"82","0","0","5.941415136912838","5.785972533747554","5.335031975759193","8.292"
"83","0","0","5.198336676927283","5.269975409843028","5.687181668588892","8.408"
"84","0","0","5.3378179494757205","5.707626947201788","5.074498368194327","8.504"
"85","0","0","5.509204589296132","5.384811760857701","5.783962672110647","8.604"
"86","0","0","5.141859980067238","5.607522885547951","5.726242051459849","8.7"
"87","0","0","5.942125618457794","5.3857017264235765","5.21588685689494","8.807"
"88","0","0","5.21037695556879","5.577287010382861","5.231814939063042","8.913"
"89","0","0","5.867959073977545","5.885086493333802","5.902845009462908","9.023"
"90","0","0","5.110021747648716","5.223213323391974","5.968950307695195","9.131"
"91","0","0","5.487462090328336","5.908771313959733","5.252566784620285","9.238"
"92","0","0","5.841101521393284","5.1608628844842315","5.456189330667257","9.367"
"93","0","0","5.024853533599526","5.285691413329914","5.478902299655601","9.472"
"94","0","0","5.740388137754053","5.375996292335913","5.618526419857517","9.593"
"95","0","0","5.590324283810332","5.624672895297408","5.946384240873158","9.7"
"96","0","0","5.731024285312742","5.61145364609547","5.617954837158322","9.794"
"97","0","0","5.0606639322359115","5.660682353191078","5.335031281691045","9.905"
"98","0","0","5.372508776141331","5.9337077748496085","5.818641251884401","10.012"
"99","0","0","5.991832313360646","5.983101648278534","5.032075772294775","10.117"
"100","0","0","5.734495299402624","5.83452281774953","5.913059492595494","10.225"
"101","0","0","5.465563771314919","5.571814878145233","5.856662519741803","10.348"
"102","0","0","5.232024219818413","5.988760817330331","5.821520872879773","10.458"
"103","0","0","5.565464311046526","5.7560377670452","5.153694144450128","10.564"
"104","0","0","5.967034640023485","5.127157027600333","5.360302243148908","10.671"
"105","0","0","5.677212433423847","5.942434691591188","5.366767225554213","10.778"
"106","0","0","5.777347502764314","5.918170265853405","5.088821393204853","10.891"
"107","0","0","5.010859384899959","5.641190276714042","5.6116281864233315","10.997"
"108","0","0","5.147958353161812","5.601029822370037","5.7854677168652415","11.103"
"109","0","0","5.526916240807623","5.739916322054341","5.97908409871161","11.197"
"110","0","0","5.212927961489186","5.4234162056818604","5.986318373819813","11.303"
"111","0","0","5.356929480563849","5.878464120673016","5.890200803754851","11.404"
"112","0","0","5.242064487421885","5.324818912893534","5.722601106623188","11.509"
"113","0","0","5.433526229346171","5.267449078615755","5.328640808351338","11.624"
"114","0","0","5.156829007668421","5.494690427323803","5.426575695630163","11.734"
"115","0","0","5.129920132225379","5.537287972867489","5.063476798357442","11.828"
"116","0","0","5.917671980569139","5.897761042229831","5.270765921566635","11.935"
"117","0","0","5.1022569795604795","5.777108461828902","5.592344808159396","12.05"
"118","0","0","5.752466389210895","5.637614565435797","5.528043233091012","12.157"
"119","0","0","5.7498465271200985","5.12107362691313","5.7701856340281665","12.284"
"120","0","0","5.429792296839878","5.829428596422076","5.398027826100588","12.401"
"121","0","0","5.055881838081405","5.885129513218999","5.51289793709293","12.507"
"122","0","0","5.80738492985256","5.9630583205726","5.7455109395086765","12.614"
"123","0","0","5.05638786777854","5.904375623213127","5.458442361559719","12.721"
"124","0","0","5.010150932939723","5.500142719596624","5.536361960461363","12.828"
"125","0","0","5.158458711579442","5.1776469827163965","5.414414715720341","12.94"
"126","0","0","5.237153142457828","5.898818090790883","5.086630918551236","13.038"
"127","0","0","5.7851233021356165","5.179614013060927","5.836288574151695","13.146"
"128","0","0","5.7534159298520535","5.64413963095285","5.422549604903907","13.276"
"129","0","0","5.492364504141733","5.746803201502189","5.137266974197701","13.404"
"130","0","0","5.3226046254858375","5.473085631616414","5.449123237049207","13.514"
"131","0","0","5.80729365744628","5.76027786755003","5.315943093504757","13.615"
"132","0","0","5.103713657008484","5.277940504252911","5.206906308652833","13.714"
"133","0","0","5.743946205824614","5.335817034589127","5.476314577041194","13.811"
"134","0","0","5.190807366743684","5.9189211702905595","5.354452814674005","13.971"
"135","0","0","5.969024471240118","5.987871607998386","5.576408514054492","14.067"
"136","0","0","5.997969357762486","5.630095854168758","5.972800533287227","14.17"
"137","0","0","5.655433246400207","5.604273694567382","5.549682707292959","14.275"
"138","0","0","5.321913292864338","5.413617244688794","5.499721406027675","14.37"
"139","0","0","5.440333651844412","5.630438924534246","5.021136588416994","14.471"
"140","0","0","5.928605139488354","5.081488094991073","5.063016864936799","14.577"
"141","0","0","5.9378804955631495","5.827157837571576","5.367574341362342","14.672"
"142","0","0","5.871348826447502","5.379503212170675","5.6451041956897825","14.767"
"143","0","0","5.511520834406838","5.5525139204692096","5.739047160837799","14.861"
"144","0","0","5.790322897722945","5.0222312468104064","5.769689426524565","14.956"
"145","0","0","5.92223034100607","5.532671227119863","5.661396392853931","15.052"
"146","0","0","5.362278802320361","5.724741216516122","5.270194826647639","15.154"
"147","0","0","5.528432738268748","5.548297929577529","5.276339346775785","15.269"
"148","0","0","5.35731101129204","5.860242550028488","5.486689856741577","15.375"
"149","0","0","5.309866243042052","5.682896109530702","5.023544073104858","15.471"
"150","0","0","5.439770493190736","5.623513483675197","5.922922183061019","15.567"
"151","0","0","5.7601846056059","5.605478183599189","5.303036015713587","15.664"
"152","0","0","5.593791113933548","5.387365178205073","5.859072039835155","15.759"
"153","0","0","5.7227055944968015","5.767495555570349","5.315413178876042","15.854"
"154","0","0","5.974235254572704","5.777126005617902","5.184003435075283","15.95"
"155","0","0","5.647380225826055","5.235022313194349","5.207241433206946","16.048"
"156","0","0","5.772311290260404","5.86179805570282","5.600099883507937","16.147"
"157","0","0","5.139766359003261","5.775583309354261","5.068922244478017","16.291"
"158","0","0","5.384792199824005","5.5218173486646265","5.919216642389074","16.399"
"159","0","0","5.023199050920084","5.6503698215819895","5.769959110068157","16.496"
"160","0","0","5.395011986140162","5.250398539938033","5.220183838158846","16.593"
"161","0","0","5.591870877426118","5.023348273709416","5.207885563606396","16.689"
"162","0","0","5.284434535074979","5.223988769110292","5.795271696057171","16.786"
"163","0","0","5.426676447736099","5.816982543794438","5.179804550949484","16.882"
"164","0","0","5.260758903576061","5.6451120297424495","5.711673262761906","16.978"
"165","0","0","5.397002839017659","5.899530298775062","5.399477699305862","17.074"
"166","0","0","5.772809999063611","5.325690880650654","5.902976225363091","17.17"
"167","0","0","5.951411636080593","5.1689795213751495","5.6120883035473526","17.276"
"168","0","0","5.147778243292123","5.324978255899623","5.902814997592941","17.383"
"169","0","0","5.675064640818164","5.152219490613788","5.898503598757088","17.479"
"170","0","0","5.416763994842768","5.098182093352079","5.859755308367312","17.575"
"171","0","0","5.467980206944048","5.262597313849255","5.6722603004891425","17.67"
"172","0","0","5.739848583936691","5.834580174414441","5.23898412194103","17.765"
"173","0","0","5.26571007957682","5.83698118920438","5.951818815432489","17.861"
"174","0","0","5.609140693210065","5.716574491467327","5.471219088183716","17.959"
"175","0","0","5.681830305373296","5.3873214644845575","5.628931575687602","18.055"
"176","0","0","5.333066824590787","5.883300740970299","5.549564003711566","18.157"
"177","0","0","5.750889397691935","5.697663702070713","5.605648818658665","18.269"
"178","0","0","5.65562385879457","5.917488354723901","5.7169561015907675","18.376"
"179","0","0","5.8763085135724396","5.537033694097772","5.764843501150608","18.471"
"180","0","0","5.748280979925767","5.6773444537539035","5.350959615316242","18.576"
"181","0","0","5.120714070275426","5.524829629110172","5.401237623300403","18.671"
"182","0","0","5.569537197705358","5.572796750348061","5.521262288093567","18.768"
"183","0","0","5.794579658191651","5.241304436465725","5.775230590486899","18.864"
"184","0","0","5.126680635847151","5.89649146492593","5.395819800905883","18.96"
"185","0","0","5.5057263595517725","5.972261884482577","5.861879325006157","19.056"
"186","0","0","5.398450424429029","5.6387883187271655","5.386695276014507","19.157"
"187","0","0","5.603375625796616","5.442381572443992","5.952039858093485","19.272"
"188","0","0","5.263227835530415","5.308677204418927","5.9420015648938715","19.382"
"189","0","0","5.108374790055677","5.121141236042604","5.1945913434028625","19.492"
"190","0","0","5.898496472043917","5.1497707376256585","5.209622759837657","19.589"
"191","0","0","5.478303533280268","5.775339984335005","5.771881211781874","19.685"
"192","0","0","5.794893794693053","5.027056863764301","5.018692140001804","19.781"
"193","0","0","5.218249927042052","5.674273544922471","5.88072705687955","19.973"
"194","0","0","5.523446743143722","5.752271062927321","5.854281984036788","20.201"
"195","0","0","5.437300237361342","5.476574735017493","5.819668082986027","20.57"
"196","0","0","5.754658086923882","5.8516340451315045","5.131734233116731","20.855"
"197","0","0","5.208465113770217","5.258514754008502","5.014505850151181","21.104"
