"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.590466506313533","5.215740083018318","5.758043785113841","0"
"2","0","0","5.442715930752456","5.641363049624488","5.24146208865568","0.205"
"3","0","0","5.451008979231119","5.595685727195814","5.490715918364003","0.409"
"4","0","0","5.542690417030826","5.519217672524974","5.772323902696371","0.608"
"5","0","0","5.506439646007493","5.181970408651978","5.627722135512158","0.809"
"6","0","0","5.457900250330567","5.965010834624991","5.8254827714990824","1.007"
"7","0","0","5.634838519850746","5.872154305689037","5.604307847563177","1.21"
"8","0","0","5.586023450596258","5.85299705574289","5.318259472027421","1.412"
"9","0","0","5.371364154620096","5.017195477383211","5.850120131392032","1.614"
"10","0","0","5.671032276004553","5.155380692332983","5.68362952535972","1.818"
"11","0","0","5.339862253982574","5.835770286154002","5.875725139630958","2.021"
"12","0","0","5.765741451876238","5.665978306904435","5.701760255731642","2.223"
"13","0","0","5.888504276750609","5.591824675910175","5.861186310648918","2.424"
"14","0","0","5.978577687870711","5.1849532360211015","5.548270156607032","2.628"
"15","0","0","5.274410996120423","5.016320048132911","5.1391957711894065","2.83"
"16","0","0","5.505494056502357","5.369823471643031","5.256741562159732","3.031"
"17","0","0","5.437113036168739","5.452004864113405","5.261731167556718","3.233"
"18","0","0","5.402199743548408","5.434774776687846","5.553703004028648","3.436"
"19","0","0","5.0932368016801775","5.628730263095349","5.905236311024055","3.649"
"20","0","0","5.813888137694448","5.269627790432423","5.585294411983341","3.845"
"21","0","0","5.421734476927668","5.280063437530771","5.330890912795439","4.047"
"22","0","0","5.565734357340261","5.219859550241381","5.754776217974722","4.25"
"23","0","0","5.496717786183581","5.676839648978785","5.358414231101051","4.452"
"24","0","0","5.953372155549005","5.124871991807595","5.97526481281966","4.653"
"25","0","0","5.614285487215966","5.244385818485171","5.7685270386282355","4.857"
"26","0","0","5.211765027139336","5.3832293399609625","5.4942425668705255","5.06"
