"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.617843081243336","5.425097467144951","5.536608094116673","0"
"2","0","0","5.90165846562013","5.170761076267809","5.220647357869893","0.204"
"3","0","0","5.14345789514482","5.4239947739988565","5.771371410693973","0.407"
"4","0","0","5.774551753886044","5.494155435822904","5.700564771424979","0.608"
"5","0","0","5.510576352244243","5.723223584005609","5.498849807772785","0.812"
"6","0","0","5.121650150511414","5.365214889869094","5.944927798816934","1.015"
"7","0","0","5.031003460288048","5.578852139180526","5.2035357693675905","1.218"
"8","0","0","5.183691548416391","5.63214320037514","5.038459530565888","1.422"
"9","0","0","5.906229273648933","5.842545632272959","5.110220022499561","1.624"
"10","0","0","5.900785464793444","5.29837201256305","5.216612759511918","1.825"
"11","0","0","5.848408018006012","5.28925578808412","5.02299478999339","2.027"
"12","0","0","5.571153570199385","5.813504569698125","5.275601338129491","2.23"
"13","0","0","5.6053532608784735","5.240293404320255","5.04125003144145","2.432"
"14","0","0","5.1005566897802055","5.554549537831917","5.917127901688218","2.635"
"15","0","0","5.763767317868769","5.988084907177836","5.143927442608401","2.837"
"16","0","0","5.957129448186606","5.819227267289534","5.59361343504861","3.038"
"17","0","0","5.603687098715454","5.658296385081485","5.547553670825437","3.24"
"18","0","0","5.719856255920604","5.3073474208358675","5.4631004999391735","3.441"
"19","0","0","5.000225770752877","5.684180743759498","5.567530136089772","3.643"
"20","0","0","5.14986289315857","5.790255422471091","5.021499708527699","3.845"
"21","0","0","5.967898223549128","5.704446129268035","5.324512318940833","4.05"
"22","0","0","5.9962804957758635","5.192193946335465","5.2974325818941","4.253"
"23","0","0","5.638141300529242","5.717647919664159","5.55461717187427","4.454"
"24","0","0","5.483360344776884","5.162250752560794","5.241440332960337","4.656"
"25","0","0","5.596230454510078","5.330530677689239","5.519766153534874","4.858"
"26","0","0","5.193221495021135","5.706355253467336","5.658557797083631","5.06"
