"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.64637121767737","5.375112092588097","5.559971053153276","0"
"2","0","0","5.045887815533206","5.812684662872925","5.351521940203384","0.105"
"3","0","0","5.05673458520323","5.789250051369891","5.244606186170131","0.211"
"4","0","0","5.1391004510223866","5.850588345667347","5.348596038529649","0.315"
"5","0","0","5.742197137326002","5.380264418432489","5.107960876543075","0.421"
"6","0","0","5.227190407924354","5.392861968604848","5.203127332031727","0.527"
"7","0","0","5.603580412454903","5.015944501850754","5.284524955088273","0.631"
"8","0","0","5.425174332689494","5.698381210211664","5.061864154646173","0.741"
"9","0","0","5.407256732927635","5.460576772689819","5.882698602974415","0.842"
"10","0","0","5.850373144261539","5.652377780759707","5.0841475133784115","0.946"
"11","0","0","5.616635982412845","5.934808136662468","5.031744732987136","1.05"
"12","0","0","5.656625393545255","5.5083695240318775","5.351196576375514","1.154"
"13","0","0","5.092445312533528","5.5854775523766875","5.718193075619638","1.26"
"14","0","0","5.507864086423069","5.655122473370284","5.386104787234217","1.365"
"15","0","0","5.315542104654014","5.656143257394433","5.246925971237943","1.471"
"16","0","0","5.1346316444687545","5.1317020007409155","5.287431220291182","1.573"
"17","0","0","5.155186011921614","5.161076771095395","5.098737715976313","1.677"
"18","0","0","5.104999180184677","5.568869379349053","5.431011710315943","1.78"
"19","0","0","5.636865385808051","5.821606611832976","5.41912444960326","1.884"
"20","0","0","5.736783873755485","5.6963201318867505","5.577249598922208","1.988"
"21","0","0","5.321707961615175","5.378376163775101","5.277166691375896","2.093"
"22","0","0","5.36640248587355","5.248584420420229","5.7942154495976865","2.197"
"23","0","0","5.26440647803247","5.315905092051253","5.4078033599071205","2.301"
"24","0","0","5.569081383058801","5.861377150285989","5.31814106577076","2.405"
"25","0","0","5.073389979079366","5.604080613935366","5.5991713921539485","2.511"
"26","0","0","5.408180354163051","5.3157120775431395","5.450534688541666","2.615"
"27","0","0","5.6243713207077235","5.842994498554617","5.420495385536924","2.72"
"28","0","0","5.76718037459068","5.794116758508608","5.248086407314986","2.827"
"29","0","0","5.060822158586234","5.554895824054256","5.5978281064890325","2.932"
"30","0","0","5.345916394842789","5.365516879595816","5.165689410176128","3.039"
"31","0","0","5.0136854480952024","5.384462122339755","5.232837661169469","3.143"
"32","0","0","5.471242919564247","5.592546844854951","5.058658549562097","3.245"
"33","0","0","5.61562545131892","5.897932707099244","5.880989537574351","3.35"
"34","0","0","5.768154599471018","5.349004163406789","5.177759833401069","3.453"
"35","0","0","5.837552092038095","5.452929625520483","5.266406312584877","3.562"
"36","0","0","5.746624621329829","5.495091247139499","5.258683759719133","3.658"
"37","0","0","5.231198139721528","5.04440576559864","5.744813753524795","3.765"
"38","0","0","5.322859646985307","5.173374794656411","5.250207427889109","3.87"
"39","0","0","5.906290317652747","5.574578378349543","5.889011895982549","3.981"
"40","0","0","5.4787734497804195","5.468910644762218","5.722269674995914","4.086"
"41","0","0","5.851621559588239","5.88944577681832","5.432778650196269","4.193"
"42","0","0","5.512182567734271","5.064477734267712","5.6856449285987765","4.298"
"43","0","0","5.119267020607367","5.129893606994301","5.172804623609409","4.403"
"44","0","0","5.949610837968066","5.855041651753709","5.479083349695429","4.508"
"45","0","0","5.384443138958886","5.5020477783400565","5.633165540872142","4.613"
"46","0","0","5.390191624406725","5.8250871954951435","5.991867455886677","4.719"
"47","0","0","5.169891099911183","5.213402412366122","5.120150478323922","4.827"
"48","0","0","5.9609119549859315","5.100362894125283","5.9771516404580325","4.932"
"49","0","0","5.693692547734827","5.756271590478718","5.092968124430627","5.037"
