"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.0438317593652755","5.688898678403348","5.875672997208312","0"
"2","0","0","5.609462541528046","5.690005604410544","5.736044080229476","0.207"
"3","0","0","5.551822828827426","5.463721331441775","5.315141941420734","0.412"
"4","0","0","5.358601815067232","5.477227451279759","5.135688938200474","0.618"
"5","0","0","5.295373852364719","5.632623468758538","5.270752362208441","0.822"
"6","0","0","5.098064003745094","5.82171977777034","5.872137771453708","1.028"
"7","0","0","5.7502227511722594","5.0073073611129075","5.999092205893248","1.233"
"8","0","0","5.686131966533139","5.093090470181778","5.947116676950827","1.439"
"9","0","0","5.663385872961953","5.143139801453799","5.273899815743789","1.643"
"10","0","0","5.259844764135778","5.499512159498408","5.330373254837468","1.848"
"11","0","0","5.704558560857549","5.959127011708915","5.780323438812047","2.052"
"12","0","0","5.175157840596512","5.930400925455615","5.165017413906753","2.257"
"13","0","0","5.042341977590695","5.294307752978057","5.670678093330935","2.462"
"14","0","0","5.796552219660953","5.460364596219733","5.530093819368631","2.667"
"15","0","0","5.620483697159216","5.183294250629842","5.265718140639365","2.872"
"16","0","0","5.960901438491419","5.862121152691543","5.02000066684559","3.078"
"17","0","0","5.220838348148391","5.517070061992854","5.880467443028465","3.282"
"18","0","0","5.739614208694547","5.5708827713970095","5.785376905929297","3.49"
"19","0","0","5.054680066881701","5.129582185763866","5.160032021813095","3.695"
"20","0","0","5.271014560945332","5.357767321635038","5.223461145767942","3.898"
"21","0","0","5.638643435901031","5.410271025728434","5.898245679214597","4.104"
"22","0","0","5.260783583391458","5.542472436791286","5.412158363731578","4.31"
"23","0","0","5.654730756301433","5.4129285358358175","5.557461912510917","4.516"
"24","0","0","5.956671782536432","5.848663695389405","5.305344781605527","4.719"
"25","0","0","5.345787518192083","5.286581922555342","5.088694839272648","4.919"
"26","0","0","5.767668041633442","5.69366547674872","5.000843764282763","5.125"
"27","0","0","5.413443946978077","5.064318855293095","5.3819709091912955","5.33"
