"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","3","3","2","0"
"2","0","0","29","27","26","0.211"
"3","0","0","29","27","26","0.411"
"4","0","0","24","21","20","0.607"
"5","0","0","0","0","0","0.804"
"6","0","0","3","4","3","1.001"
"7","0","0","18","15","13","1.198"
"8","0","0","32","30","29","1.395"
"9","0","0","28","26","25","1.593"
"10","0","0","19","18","18","1.79"
"11","0","0","0","0","0","1.987"
"12","0","0","3","4","3","2.184"
"13","0","0","20","17","14","2.381"
"14","0","0","32","30","29","2.579"
"15","0","0","29","25","23","2.777"
"16","0","0","21","20","19","2.974"
"17","0","0","2","2","2","3.173"
"18","0","0","10","9","8","3.373"
"19","0","0","0","0","0","3.571"
"20","0","0","3","3","3","3.769"
"21","0","0","8","5","4","3.966"
"22","0","0","35","34","31","4.164"
"23","0","0","28","26","25","4.36"
"24","0","0","18","18","17","4.558"
"25","0","0","0","0","0","4.756"
"26","0","0","4","2","3","4.953"
"27","0","0","0","1","1","5.156"
"28","0","0","1","0","0","5.354"
"29","0","0","3","3","3","5.552"
"30","0","0","24","20","18","5.749"
"31","0","0","32","29","27","5.946"
"32","0","0","29","25","24","6.144"
"33","0","0","31","29","26","6.346"
"34","0","0","28","25","23","6.543"
"35","0","0","0","0","0","6.743"
"36","0","0","0","0","0","6.939"
"37","0","0","0","0","0","7.139"
"38","0","0","0","0","0","7.339"
"39","0","0","3","3","3","7.536"
"40","0","0","3","4","2","7.736"
"41","0","0","4","2","3","7.936"
"42","0","0","12","10","9","8.134"
"43","0","0","34","33","30","8.332"
"44","0","0","30","28","25","8.53"
"45","0","0","29","26","25","8.729"
"46","0","0","19","18","17","8.926"
"47","0","0","0","0","0","9.123"
"48","0","0","3","4","2","9.321"
"49","0","0","12","10","9","9.518"
"50","0","0","29","26","25","9.728"
"51","0","0","3","2","2","9.921"
"52","0","0","28","26","25","10.128"
"53","0","0","5","3","4","10.336"
"54","0","0","25","22","22","10.544"
"55","0","0","3","3","3","10.754"
"56","0","0","0","0","0","10.956"
"57","0","0","32","28","26","11.15"
"58","0","0","28","26","25","11.362"
"59","0","0","1","0","0","11.556"
"60","0","0","31","29","25","11.75"
"61","0","0","29","25","23","11.963"
"62","0","0","2","2","2","12.171"
"63","0","0","28","25","23","12.379"
"64","0","0","3","4","2","12.586"
"65","0","0","17","15","16","12.793"
"66","0","0","3","2","2","12.988"
"67","0","0","28","25","23","13.196"
"68","0","0","0","0","0","13.393"
"69","0","0","3","4","3","13.587"
"70","0","0","27","24","20","13.784"
"71","0","0","31","29","26","13.981"
"72","0","0","23","22","21","14.178"
"73","0","0","0","0","0","14.375"
"74","0","0","4","4","2","14.571"
"75","0","0","23","20","16","14.768"
"76","0","0","32","28","27","14.965"
"77","0","0","28","26","25","15.164"
"78","0","0","29","26","25","15.364"
"79","0","0","21","20","19","15.561"
"80","0","0","0","0","0","15.759"
"81","0","0","3","4","3","15.959"
"82","0","0","0","0","0","16.159"
"83","0","0","2","2","2","16.357"
"84","0","0","3","4","2","16.555"
"85","0","0","2","2","1","16.756"
"86","0","0","0","0","0","16.958"
"87","0","0","8","7","7","17.154"
"88","0","0","10","8","5","17.353"
"89","0","0","35","33","29","17.551"
"90","0","0","32","28","27","17.749"
"91","0","0","27","25","22","17.947"
"92","0","0","29","26","25","18.149"
"93","0","0","28","25","23","18.347"
"94","0","0","7","8","7","18.544"
"95","0","0","1","0","0","18.741"
"96","0","0","4","4","3","18.938"
"97","0","0","31","27","25","19.135"
"98","0","0","17","13","11","19.337"
"99","0","0","33","31","30","19.534"
"100","0","0","29","26","25","19.731"
"101","0","0","13","12","12","19.928"
"102","0","0","0","0","0","20.125"
"103","0","0","3","3","3","20.323"
"104","0","0","31","29","26","20.516"
"105","0","0","24","21","20","20.713"
"106","0","0","0","0","0","20.911"
"107","0","0","2","1","0","21.108"
"108","0","0","4","4","4","21.305"
"109","0","0","34","31","27","21.502"
"110","0","0","29","26","24","21.699"
"111","0","0","15","15","14","21.896"
"112","0","0","0","0","0","22.093"
"113","0","0","3","4","3","22.29"
"114","0","0","27","24","20","22.486"
"115","0","0","33","31","30","22.685"
"116","0","0","29","26","25","22.882"
"117","0","0","27","26","24","23.081"
"118","0","0","26","25","21","23.281"
"119","0","0","0","0","0","23.478"
"120","0","0","3","3","2","23.69"
"121","0","0","35","32","29","23.902"
"122","0","0","8","8","7","24.129"
"123","0","0","30","26","23","24.337"
"124","0","0","18","18","17","24.547"
"125","0","0","5","4","3","24.756"
"126","0","0","28","26","25","24.949"
"127","0","0","0","0","0","25.144"
"128","0","0","32","29","26","25.337"
"129","0","0","0","0","0","25.544"
"130","0","0","5","5","5","25.74"
"131","0","0","29","27","26","25.934"
"132","0","0","0","0","0","26.128"
"133","0","0","33","31","30","26.336"
"134","0","0","26","25","22","26.533"
"135","0","0","0","0","0","26.728"
"136","0","0","4","2","3","26.926"
"137","0","0","3","4","2","27.124"
"138","0","0","4","3","3","27.324"
"139","0","0","27","25","20","27.522"
"140","0","0","31","29","26","27.719"
"141","0","0","26","24","21","27.916"
