"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.112230904400349","5.109427492599934","5.501258333446458","0"
"2","0","0","5.754665948683396","5.7628258797340095","5.864815353183076","0.038"
"3","0","0","5.734847811982036","5.921990564325824","5.619422275805846","0.076"
"4","0","0","5.984049150953069","5.0759444355499","5.865401869174093","0.115"
"5","0","0","5.417433069786057","5.42691268841736","5.38192602712661","0.154"
"6","0","0","5.202707787277177","5.002584303962067","5.411008629947901","0.192"
"7","0","0","5.662075499305502","5.2936218162067235","5.923804692458361","0.232"
"8","0","0","5.04913070728071","5.745980633422732","5.375382711412385","0.269"
"9","0","0","5.745955473277718","5.048140443628654","5.991079947212711","0.308"
"10","0","0","5.942395270336419","5.641917330445722","5.488123484654352","0.345"
"11","0","0","5.87670658249408","5.443797358078882","5.889175643213093","0.383"
"12","0","0","5.230527130654082","5.021666894666851","5.9486090678256005","0.421"
"13","0","0","5.131713030394167","5.584061654750258","5.51969057880342","0.459"
"14","0","0","5.566794167272747","5.417513254098594","5.528684135759249","0.497"
"15","0","0","5.329391450621188","5.2405602124053985","5.54079304379411","0.536"
"16","0","0","5.666201029671356","5.403160460526124","5.904295521788299","0.575"
"17","0","0","5.161013819510117","5.216428061015904","5.743022667244077","0.615"
"18","0","0","5.190799033734947","5.202382378978655","5.09398834570311","0.652"
"19","0","0","5.774906128877774","5.787944166455418","5.535704783163965","0.69"
"20","0","0","5.040197772206739","5.595507683232427","5.169698132202029","0.728"
"21","0","0","5.687331713736057","5.191924242069945","5.983377865049988","0.767"
"22","0","0","5.827901374548674","5.554676640545949","5.629387602210045","0.804"
"23","0","0","5.326236938824877","5.621814236976206","5.523590905824676","0.843"
"24","0","0","5.050055768340826","5.479113935492933","5.205605157883838","0.881"
"25","0","0","5.378841145662591","5.8883169665932655","5.807402641978115","0.917"
"26","0","0","5.41627584840171","5.732210351387039","5.3513058591634035","0.955"
"27","0","0","5.479229891207069","5.729264446999878","5.392315106000751","0.993"
"28","0","0","5.235805661184713","5.077356200199574","5.79650198109448","1.031"
"29","0","0","5.528150801546872","5.024745958158746","5.981310271890834","1.07"
"30","0","0","5.697688811691478","5.157798205735162","5.442321849288419","1.108"
"31","0","0","5.5730846838559955","5.201675972901285","5.398814226267859","1.147"
"32","0","0","5.309964249376208","5.610154017340392","5.870244313264266","1.182"
"33","0","0","5.883841137867421","5.527880204375833","5.472667566733435","1.22"
"34","0","0","5.768978985026479","5.152227454353124","5.715609377482906","1.257"
"35","0","0","5.987003678455949","5.612823819741607","5.644099890021607","1.295"
"36","0","0","5.337735200533643","5.068242588313296","5.2276991091202945","1.335"
"37","0","0","5.210365150123835","5.953247955767438","5.574151447974145","1.374"
"38","0","0","5.373877574224025","5.6065649467054754","5.503886239370331","1.413"
"39","0","0","5.153903393540531","5.218491749372333","5.685232546413317","1.451"
"40","0","0","5.867204619571567","5.279423222178593","5.395944117102772","1.487"
"41","0","0","5.818973178509623","5.697176843881607","5.562863783212379","1.524"
"42","0","0","5.694000109098852","5.008114549098536","5.830748733133078","1.56"
"43","0","0","5.9804815801326185","5.750658196397126","5.356617507059127","1.599"
"44","0","0","5.212137641850859","5.3783593266271055","5.107195711461827","1.637"
"45","0","0","5.14600011263974","5.746844621608034","5.668011625297368","1.674"
"46","0","0","5.710343107813969","5.0063506967853755","5.003796038683504","1.711"
"47","0","0","5.940986870555207","5.272466545226052","5.2031677342019975","1.748"
"48","0","0","5.779093144461513","5.56463064160198","5.548309572273865","1.784"
"49","0","0","5.634935203241184","5.374023727606982","5.34205910214223","1.823"
"50","0","0","5.272713678888977","5.636755826184526","5.337753480067477","1.86"
"51","0","0","5.484398746630177","5.037670021643862","5.272342190844938","1.899"
"52","0","0","5.9995588127058","5.194466402288526","5.191627052379772","1.936"
"53","0","0","5.593860775930807","5.168694947613403","5.796552461804822","1.976"
"54","0","0","5.832451811060309","5.080006586853415","5.9661466353572905","2.015"
"55","0","0","5.631941661704332","5.9348635787609965","5.290739191463217","2.053"
"56","0","0","5.465658215340227","5.210655921837315","5.596081755356863","2.094"
"57","0","0","5.185222218511626","5.623965017031878","5.728693151613697","2.133"
"58","0","0","5.419152337126434","5.059403889579698","5.369028685381636","2.171"
"59","0","0","5.424381016986445","5.362476494396105","5.980458634439856","2.208"
"60","0","0","5.341276754857972","5.152115162229165","5.57488977489993","2.248"
"61","0","0","5.464314562501386","5.474548108642921","5.6739260498434305","2.286"
"62","0","0","5.887762509519234","5.200573860900477","5.20211149379611","2.323"
"63","0","0","5.380828156834468","5.7162156836129725","5.064301154809073","2.359"
"64","0","0","5.536097013857216","5.669570624129847","5.509856945136562","2.411"
"65","0","0","5.400773497065529","5.155048398766667","5.171238149050623","2.463"
"66","0","0","5.168081930140033","5.456024708226323","5.168864283245057","2.513"
"67","0","0","5.591923674102873","5.194071398116648","5.480055453721434","2.548"
"68","0","0","5.25401890091598","5.558395769214258","5.014401125255972","2.585"
"69","0","0","5.1563146584667265","5.648217495530844","5.189985086210072","2.622"
"70","0","0","5.91034383000806","5.003753832075745","5.798962692031637","2.661"
"71","0","0","5.631497378461063","5.569122199201956","5.063176033087075","2.693"
"72","0","0","5.443887966452166","5.84729211544618","5.834974918048829","2.73"
"73","0","0","5.8910050329286605","5.216717060189694","5.128904355922714","2.768"
"74","0","0","5.355229518609121","5.317286642035469","5.5031196910422295","2.807"
"75","0","0","5.8291666626464576","5.772290128748864","5.547245047055185","2.846"
"76","0","0","5.17515719588846","5.423076503910124","5.259855124400929","2.885"
"77","0","0","5.0290788321290165","5.8137032254599035","5.191549652488902","2.923"
"78","0","0","5.396555544575676","5.180640134494752","5.409138676477596","2.963"
"79","0","0","5.998140164185315","5.277895221021026","5.853050471516326","3.001"
"80","0","0","5.347609433112666","5.31639966275543","5.910992033081129","3.038"
"81","0","0","5.401087043341249","5.843401643680409","5.234974463004619","3.077"
"82","0","0","5.63454768108204","5.455429892521352","5.703630678821355","3.115"
"83","0","0","5.891886211466044","5.630715855862945","5.608207823941484","3.153"
"84","0","0","5.31581470486708","5.039848011685535","5.260668098460883","3.191"
"85","0","0","5.699866133276373","5.898429186549038","5.338919688249007","3.231"
"86","0","0","5.841817346401513","5.150272507686168","5.534416494658217","3.269"
"87","0","0","5.883503128308803","5.509227230679244","5.610390306683257","3.307"
"88","0","0","5.596120084403083","5.505781921092421","5.0040027890354395","3.345"
"89","0","0","5.495819874573499","5.574553617043421","5.192772374255583","3.383"
"90","0","0","5.332805840065703","5.161099225049838","5.566548469243571","3.422"
"91","0","0","5.159268013667315","5.242551465984434","5.25250380882062","3.46"
"92","0","0","5.376517045777291","5.380762853426859","5.719255433650687","3.498"
"93","0","0","5.689662527060136","5.9354459347669035","5.3900797055102885","3.538"
"94","0","0","5.81820109509863","5.172550855437294","5.9591831306461245","3.575"
"95","0","0","5.607836470939219","5.436809008941054","5.903764106798917","3.614"
"96","0","0","5.0629884377121925","5.818640233948827","5.679326598066837","3.652"
"97","0","0","5.478259978583083","5.278964373515919","5.922835502307862","3.691"
