"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.549038393422961","5.081603858619928","5.396911884192377","0"
"2","0","0","5.772035265341401","5.523216453380883","5.609298806171864","0.108"
"3","0","0","5.873202706454322","5.045156892156228","5.795321645215154","0.213"
"4","0","0","5.840628167847171","5.599010067526251","5.337379355216399","0.317"
"5","0","0","5.294170352164656","5.731501987902448","5.630767331691459","0.422"
"6","0","0","5.027314111124724","5.991767388302833","5.274525196989998","0.527"
"7","0","0","5.6494519172701985","5.831772927194834","5.979869258822873","0.632"
"8","0","0","5.1556447700131685","5.370347564807162","5.708876795135438","0.738"
"9","0","0","5.783573916181922","5.26164063368924","5.915512856794521","0.842"
"10","0","0","5.9176368014886975","5.926181350136176","5.998453552369028","0.947"
"11","0","0","5.162080406444147","5.690689964219928","5.461281087016687","1.051"
"12","0","0","5.578559287590906","5.607636640314013","5.705936364363879","1.156"
"13","0","0","5.036765818018466","5.047045161947608","5.205978201935068","1.262"
"14","0","0","5.159242424881086","5.723746123490855","5.299190629972145","1.365"
"15","0","0","5.8752282415516675","5.554350221529603","5.090186947723851","1.481"
"16","0","0","5.724732706090435","5.845835460582748","5.240017385222018","1.579"
"17","0","0","5.019751923857257","5.5164600014686584","5.507946480996907","1.684"
"18","0","0","5.505100394133478","5.223215705016628","5.427629340905696","1.791"
"19","0","0","5.3627752650063485","5.418397550471127","5.782949642511085","1.895"
"20","0","0","5.027701980667189","5.1683138543739915","5.365149229764938","2.001"
"21","0","0","5.1455815236549824","5.4540526198688895","5.636695757508278","2.105"
"22","0","0","5.273036640603095","5.434815771644935","5.284489639569074","2.209"
"23","0","0","5.426685954676941","5.092760074418038","5.949804167728871","2.315"
"24","0","0","5.039249563822523","5.4936317212414","5.0155251561664045","2.419"
"25","0","0","5.283300863346085","5.491808334831148","5.252092025941238","2.523"
"26","0","0","5.220742629375309","5.7693740364629775","5.749615208711475","2.629"
"27","0","0","5.796907492680475","5.267995132599026","5.770563279511407","2.732"
