"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.719715980347246","5.45185088715516","5.134070956148207","0"
"2","0","0","5.6632717894390225","5.755587749648839","5.258577400119975","0.204"
"3","0","0","5.630854286486283","5.916935127461329","5.230072668055072","0.41"
"4","0","0","5.107024242170155","5.246696077520028","5.844798835227266","0.614"
"5","0","0","5.634617123520002","5.810460382839665","5.598246182082221","0.816"
"6","0","0","5.875757514499128","5.908636499894783","5.711961609777063","1.024"
"7","0","0","5.698433986632153","5.5359649593010545","5.755251580150798","1.232"
"8","0","0","5.01926542352885","5.737758776405826","5.220418088603765","1.435"
"9","0","0","5.398023314541206","5.652873867889866","5.531887969467789","1.638"
"10","0","0","5.157126601785421","5.849032229045406","5.565069912932813","1.84"
"11","0","0","5.096070295898244","5.796082019107416","5.377787116682157","2.041"
"12","0","0","5.39588802237995","5.894594153389335","5.10579439252615","2.244"
"13","0","0","5.9867103192955256","5.72686325898394","5.409939432051033","2.447"
"14","0","0","5.06754912994802","5.8401946995873","5.031372870318592","2.647"
"15","0","0","5.380810837959871","5.017118242569268","5.319239947246388","2.845"
"16","0","0","5.1921464912593365","5.481341666076332","5.535275314003229","3.05"
"17","0","0","5.729375500930473","5.011206137947738","5.744804717367515","3.252"
"18","0","0","5.755939541617408","5.530768948839977","5.483241392998025","3.544"
"19","0","0","5.064410074148327","5.562265599844977","5.758729510707781","3.746"
"20","0","0","5.668162887450308","5.292783263837919","5.10224691987969","3.949"
"21","0","0","5.434678381308913","5.494210838340223","5.721122530754656","4.151"
"22","0","0","5.668081722455099","5.888190946076065","5.239219333278015","4.355"
"23","0","0","5.811550872866064","5.2148067662492394","5.323498253477737","4.558"
"24","0","0","5.457321810768917","5.330492421286181","5.296014649560675","4.762"
"25","0","0","5.18843018473126","5.790392007213086","5.1233916657511145","4.965"
"26","0","0","5.650673216441646","5.374394968152046","5.386734141502529","5.173"
"27","0","0","5.738771452801302","5.585846559610218","5.102242779918015","5.377"
"28","0","0","5.655801548156887","5.889776459429413","5.4426045678555965","5.581"
"29","0","0","5.935433528851718","5.693842727690935","5.2540290642064065","5.787"
