"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"1","0","0","5.440687995404005","5.416553053073585","5.857899379450828","0"
"2","0","0","5.121961081400514","5.390348432585597","5.81938303867355","0.206"
"3","0","0","5.805602796608582","5.774661205941811","5.967522145016119","0.41"
"4","0","0","5.222663507098332","5.449180881958455","5.61956286104396","0.61"
"5","0","0","5.222218334674835","5.987498151604086","5.839932637521997","0.817"
"6","0","0","5.105481802020222","5.116157258627936","5.0183869721367955","1.017"
"7","0","0","5.0392869205679744","5.000648882705718","5.860998317133635","1.22"
"8","0","0","5.467882368713617","5.311177609255537","5.1685477897990495","1.423"
"9","0","0","5.9991808924824","5.613172202836722","5.408925047144294","1.629"
"10","0","0","5.982005276717246","5.794272560160607","5.096248785266653","1.832"
"11","0","0","5.92701958399266","5.592648754827678","5.64960483298637","2.034"
"12","0","0","5.77844990696758","5.072335192468017","5.14507520198822","2.238"
"13","0","0","5.310611882712692","5.040881134569645","5.288963920902461","2.441"
"14","0","0","5.430468164384365","5.312045936705545","5.469295624177903","2.643"
"15","0","0","5.7857796407770365","5.484885415062308","5.1788064416032284","2.846"
"16","0","0","5.626350267091766","5.293114571366459","5.712659785989672","3.046"
"17","0","0","5.934478318551555","5.691148790065199","5.45964959426783","3.247"
"18","0","0","5.97776948986575","5.2953734789043665","5.170361986150965","3.454"
"19","0","0","5.593060332350433","5.548596014035866","5.731419041752815","3.657"
"20","0","0","5.8893698926549405","5.935443243244663","5.888080670265481","3.951"
"21","0","0","5.919648617506027","5.44446397991851","5.029991493327543","4.154"
"22","0","0","5.106627082917839","5.150645948480815","5.021184419281781","4.358"
"23","0","0","5.491906496230513","5.36400455259718","5.393682704307139","4.56"
"24","0","0","5.297813498415053","5.689011722570285","5.804427336668596","4.762"
"25","0","0","5.641524834092706","5.618486620252952","5.479354167589918","4.966"
"26","0","0","5.267605260713026","5.408478751778603","5.9632731943856925","5.175"
"27","0","0","5.886340048164129","5.280881306156516","5.23809673730284","5.378"
